Transaction ID,Transaction Time,Sender ID,Receiver ID,Amount [USD]
0x24f7c5b2d731b18ff061f5085a9e360b6e9cbad2d28ac864a3f6413d94dc15d8,5/23/2021 2:31,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe2afd26a1eb5dd2f506eb24b673eea0137c79fd,5427.289809
0x1dc2b4b8a0ae511ba184b4c012fde0132adefccd89f0efe54c0c493a99b579df,1/26/2021 9:49,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe66777a17fe262666caf36e52c447d2e7eba3de,113.5502514
0x0f54108f4e40e92ef6b2923d9f584b8df312cb8ee3b7f38ae280eb0e4d2ba038,4/26/2021 5:28,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe443440d5f90318218a12382158f28984e95be2,2687.454777
0xd38f93443cc64c25bc80e4ebb9e5e7e3cb13db959a7597440f48a49aa4da1540,2/23/2022 9:04,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe5ceeede264cfb4d247c534c5e681207a46780e,5248.645006
0x18e2bd79c6346407561dc4c01938c4ad618cae7aca5cca0dd1c76c47d1c99e44,10/28/2021 13:35,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xff86d547b6ce67140fe8a5795083aebfc783a63e,7.913226701
0x621d38ef83bafb0d2ac49b10b2244b59e9105afeed3e4b141c99bfca944d98d2,2/26/2021 14:45,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfeec14bbfc0257876faef4ff59a61ffd8ed39f29,1984.002444
0x434be8c53120b8138677062942fb8513af6dc7aa15c511b1d915a3a46e0ace0d,8/21/2020 11:07,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xff14a25c9a4c05fb097197f030318bf028dddf2d,1245.24463
0x6eb1f161466550cec9d0c70c5dde866d5c11da328862d33e2183c7086343a905,2/21/2021 14:12,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xff4cc4414286d78b453583a602d1dd425589b964,1526.39604
0x47b7154dfa17388a2156a1fb9b368354062faf28d348dc4aff6e43640b82218e,1/27/2021 17:36,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfee1191cb9bdad70ab0d22eed1ccebd3e867754a,67.17571025
0x2c5c057568e3239fad65e8727b6d9ef16f55566c4fbb1a204223492ed84074d0,12/6/2021 15:42,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe98e5f056450511f9f3c7d8d56dd42a3a39b8ee,1256.997172
0xe07b2bd8aeca5e84577e6f64cc7e7f91ac878a0eebe8d299a97de36bb0101832,6/18/2021 6:54,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe7fbbb06a16104e44e957f0a3e9be98528dcae7,6048.969154
0x20db9748bc4d0817c1c0dbdf8c33982dcfaaaac20453d706fdfb07bec586d856,4/17/2019 10:22,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xff44faf5536c3d518b5c68781fd74aa13dabfa16,1663.180533
0xb22087121939238afff1a03c6f31ac067aa16d3fa63819b89fb63d38bc970cf6,10/31/2020 19:52,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe1b9199bc3dbb584ba1a0b43747072fceaa5d76,1614.341297
0x3f2b1d6a3850c3c4ece4d8df4ad9f20ee4735ffd06314280c9deb6b851c09d20,8/9/2021 10:25,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe35254c3faf7e29d367104bf79ae8855c7dd0c8,240.9846847
0xed7ceffedc6376e49a97ab7c1e5556b69636e91255614d95b1d138f1c7a8bcb7,6/3/2018 8:35,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xff71796938c6062fa6c523aa1e7b26a4ac7a51e4,2031.496161
0xed554f80d1c023cde4fc8facb66759b5d333760f8291144f761472fd35d63432,1/12/2022 15:20,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfde80191efa22600429a2a2a5016583d65d5571e,35743.53922
0xd66abb0cc095afe1e528773f5ae9186289d71d48226cdf47b5b8b67bad287cc5,1/5/2021 9:44,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfdba17ddc26bff5c764d6faf4435ed4b0ffdf029,5962.279638
0xc28f39788966f4e975d53d8562ce0e54421b18971c8a0f0f03ac46be3acf9f73,8/24/2020 23:17,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfdb1425bb6daf660d76e8e707092a69f9fa260e0,4691.074009
0xc53bbae3b1faa3cf7937cb907cfc042fd0713dd7d81e20b37b9edbe1552932a2,4/10/2021 14:42,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfe181ffca3b7d629d64d1d95435ab50cd7a00ca9,2028.27444
0xc0f58f46979f189c20a0ba4a1b8744818cf71fac672264456168e80185ecc7ad,1/8/2022 17:07,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfdbc61e4aa21b6d0981524ed3f4a39611cbbcc2c,3778.117598
0xcdcc2fc8b5b221384a6931019a52104e3a56615dc471ca41446d6762a1d09458,4/5/2021 18:25,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfde1312ddd098dbdd76bed460cb65c0eebb33c20,41.55510425
0x72e7d47308d0db630d75a770596499d840854f10d117e0cd337db3bb80ab97ec,7/22/2018 8:51,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd67cad4e983f209d1d33b0f90369899311bcaeb,2752.061268
0x052c4eb1c0727bd97e59e077607385a672961372f34fab37f00491297fcb0695,4/29/2022 8:20,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfda9bc391ff319774f18bf09c6682aeb3ac78ecd,2529.669475
0x97085ac4060e8c2789ed972d7ce6635cfa5bc57d27884e5afc8322d9366c2452,1/5/2022 15:08,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfdde64d683de52a1589e05919d2617f35b9b9659,1366.166927
0x4f90076e5cb9a6408bb8dcc154c0be5f9aeb0a5bd6e4653868dbcdb63f4799f7,10/20/2021 7:55,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd88b35bba27e6d64c8836d7863b1e268adc7c35,3124.741315
0xdfed80a048716c25345ceca3e7b68ac6989ca75a0553faec28e52159b95f1c87,6/19/2022 16:15,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd3b6ae291ac21318b8e819bfcba97865e5ea075,223.9042297
0x4c026f9feb14d3e8e2d32e9d13c75be65e216ab52ac4ce84a46b3f43498ca801,4/24/2021 20:17,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd35e64b593fbf84f09e4b55b3e02120ece17e27,1158.47329
0x55cf2f304ca99bfc530825fba1db95443fcc1b4226a2be9d62a25f8a3df267ed,3/1/2021 19:48,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfdd3743fa9cbbb74261d3b71a57a69160247ab07,7054.974533
0x91968cf01da3e98a64ea82631ad305305f4597c538f51089ab70e2e889c10a0a,11/23/2020 14:33,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd6c36cecdc3e6d3befd99298f5172f184bd31aa,593.9290449
0x4494e6d2f9342ab6d52c659b350151ab99c59ac5ed24a7f9f94d53277deb6829,10/24/2021 15:55,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd9a2a4f09871c391bd2c36db2b3f1f3c171bc2b,18493.64804
0x5ee46c0bfc84398953f3682622291214bc9216ddcc2a1a93743ab81cf141b108,1/12/2021 5:53,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd426c58a2f499bc5cbc2faf4ca9191509047431,1911.507177
0xab5162f4c4754d87c6ffd3cacee6f29f061bee04b0032cc2187442ffd5470502,7/10/2020 21:05,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd894c4092711d70effe979409fe4d074ab05f96,328.8557226
0x9ce06957d6934baff6999ebd2be5af43ff9e4a7f78697c2d574847d817ea75a0,1/26/2021 17:08,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcc54fafc6867fcd4bda99d4fad1667de35d5bf2,2634.272543
0xe913362b6ceb0019340c45034a4c8a9b6d9899b1435a11ffae9ac7c70645c6be,10/12/2021 11:13,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc823584ef2b8607186dfe84d5e7f69cb217960a,10419.67882
0xb671838d4c8f647c68ac17f528c7e0de073762abc7f5751aef17dddb515cc804,2/20/2022 12:23,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc46eeced0e5f31b3e2455efaded9da936933add,1697.296554
0x2454c68dadeb54de825e859c40eb62d84cc6bf3987ba59e27eeb4f14cc518dcf,2/5/2021 12:17,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcd6509c9455318fc0c505f78a747ca299f6427a,1651.312935
0xf0e50e7b1d01bfcb0086cce114e8b29c8b4c1705ea015039631ad87b84763cf4,2/12/2020 9:33,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc7d3278ee046c8e1ff6e7afa25b45c0a2da02d3,154.9530495
0x12d96ad0d3cd4992190e8a05787a656a73762779dd4617c53c1367ff1e9e54d7,8/19/2021 3:24,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd2575b2eeb7d996d1712e48d7d3e2f3d8143477,1758.433794
0x369967b1ba7afd0738c4dfccc1182f7767858892a8b6f0273e3c1c0aec769e3d,5/14/2022 22:39,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcb9b74ce62b331615ecef688d3aeb92e67e0462,687.6942269
0xc8c83f8cba1418244c85c4d191709b2aa88ecfcac3fb2526109fc8e20577c01b,2/22/2022 8:15,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfd0d206188c946447d29eee5e33c1ad56d5146e4,2102.348582
0xb437bf044c2b76184673c45f473a0ccfe87cbbe0490dbdfa40069166ae70bce6,7/27/2021 16:13,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcffb87c01e7d82dd344bd601b270d8a8d23445c,6761.637502
0xcb59377b221df73b398035b387c77f759089cdb60f0d29f76e575f162fd0397b,3/10/2022 10:18,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc83384aeaff02cdca7bcc4703d7f190749649b7,928.4805497
0x47f5aaaf0722c9626221f62c74ca081db386899c9a972d3ffcf2dd1000aecc35,5/8/2022 7:33,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc57645e145c96f153001f39324ec84780c5b7b1,39.6184366
0xe4851625adf57344a6210fc35d0dd2ab880e9fa929d9abef19ff2f6c7bd2158e,7/6/2022 19:46,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc930e6041ee80c2d3cab573d2c8131f517f65b4,114.1139944
0x7eb6e3a5e665029628ade9e805fb4600e846a67fcdb25d10e1a3ac566250db2f,8/17/2018 21:24,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc9133d108323f6ae255d4509ae7d5f48bdf5823,1322.693379
0x705ae9ae80d9da766a027c3b2d0be6019803a2091a3b0fe6df6fd7877b63f6f8,11/7/2021 21:50,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcc31540bd551d20385b66db2b933f2f8971ae41,362.1683323
0x1f248d35d60e4c8d832d5b5d75d929af1d0a5a444fc86342945d3ff6e099b78c,1/7/2021 20:57,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc51540cf5796b1254a3b37888d6979ec3569fef,333.2967058
0x0f63fc74a24207b7607c5082ae00a85d01761a80cedf25b415cd644547ea4b92,5/17/2022 8:09,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc75714248d11eaa86c03044a93267765c776a08,11866.34344
0xc2e913517ff19a94070e0c696e5b161ee83ff0457d8a5187251b91e59d1b447a,5/11/2019 17:34,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcf03295d5a2861daf5c7e5287dfd92572ac2d59,267.2798977
0x32fe0be97196ced9cc2ba02314993c809e7cc2cf0270abde99086891b7830bc2,5/25/2021 13:08,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfcb0e84ed56a376ba655433522568b9aaf5077d9,5492.738958
0x0b26b38f225eda44f08f0c479589d1625c155f6f4fc489380b1d2ac20161b64a,10/16/2021 12:17,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc4f65bc8414bc996f83fa2a86657bfb4a97476f,11255.38307
0x0c8d786c5230734d7013a1b2c4b3f05ae82864b9bd18123bbf1bd57bb53b6995,3/9/2021 6:22,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc357e1c56638b8ba3d2f3473492650691098697,2951.107925
0x600128377f8e42e47768a58220ef5fab49bf0c995aa9310395fe959306275957,12/27/2020 16:41,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc2deb1e7c78c1fadbd72d9d47ba6cb3a124e8aa,820.1241045
0x2702ca5406d0a887501dc2129cd218e4b4421fca0631d94b2b187735b5137f83,2/24/2021 11:30,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb8995fca9cae6ed0c95c9c3cc7e304d27cb132a,547.0785308
0x9f6d8d8b19fcfdb2935920540b9e2c1dd09ef6b41be1b249551111b3a5fcc733,3/16/2021 1:46,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc40d63e785fe20ab5c03ddacb535997d75a7377,1934.33168
0x22ef3ffb5f74817f324e0a91bc31cc7d800a0c0579524380abdd7959d505ab5e,6/8/2021 8:51,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb1835300796e29eb52c70f0746ceb159d2481af,6701.389958
0xc495cb626f7cdede1ea9ee1b6d8edb25a3e1ef26e730ac4dee11dc8f49281cca,11/25/2020 17:19,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc3ac57e3067468f907b8187289e41ad622f1abd,569.4521856
0xc11197244aefc6f97b99344f68b083ef1febaa0f76e5254bfd72bdb47cec755e,7/1/2021 3:29,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb12e3f82a760c338f21222d2bfb64c0fe18525f,909.3483427
0xc67e07b56b02b23fb4ce95364c4c25f411162debb931e55a487c87aeb24db2a9,8/19/2021 13:07,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc3df89f8af7d957b2283d0306b091a90ab1a648,2917.100141
0xe9a212fb8c7ecd84f8b5d66ab35e96a4377086aad3c90f6e0ec525b932088c4f,4/24/2018 19:50,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfbb13347bde2bddb33d8a2b0b7fccdcd228cadc1,31.75153964
0x690268ddbed5fcd71ee8b21b7f635e89912cac7d5036a217719ec07e15277918,3/27/2022 19:19,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc2728e767b6ab7b05a1a69e178c17fb9e94bfb0,267.5228323
0x95e2f98ccc6e2cfdb4a1113ca02f43dbb7331b83c36a889c7081922fa8dbd234,2/19/2019 21:16,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfbbd1d87c44da33fb976fc667df80dda74427be2,1.105909264
0x385c3d75355b6533cb234d82272435c5946216e3d7057aa253f88d5bfd559243,5/9/2018 16:02,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb954f7f8cbe723794cc5b03c1306a55f9070592,74.43248257
0x491e2b2f8a43d3e87f214a07a5b45acc733f7cea3d6ff12593dd850bfb923112,6/3/2021 13:11,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc1aef7d1ec290e97e84b9edb594e495400e858a,54288.73765
0xa0972651f3c2790fea1ed159059d85c001f209350df8e08149010c11164b2655,8/6/2021 11:34,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb59a5d9b75b122eb4a82b9204fcd4ac83e43856,22573.19754
0x85b0a83424674f13efce89a1d3bdace96ca04ff8897a44187e3549cab0db2e70,9/11/2021 21:26,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfbc277cb5700df49423c1de197b9fa444cb9f20d,3.530907266
0xaa6920299357b524878046fea748ef40d3375898cfeaa931c03170ec120267cd,8/20/2021 9:29,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb2a2f37f368d4c34e58c6abcdce7429c732d86d,880.5491623
0x47db17e458c74c10e4aab2d287545541fbefdc09cd24f004f4a7bfada285205c,4/29/2021 22:15,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfc465d8a057563ef89126a87189569465c42370e,89.69718409
0xb510ce0ca152c9a63a83f66598c1c8607e5299e246aa7338604cc5fb00b6b880,4/3/2021 14:10,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa96292eba13bce01d36cac2fe3270822b6a2949,490.8434113
0x877d6c4240e548d922e38e6db380ecc2a854c26147ca2dec795b61b2c7ed0118,5/17/2021 20:32,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa217c029aa622a7095d3162a01413de9a7e0f1c,7895.858689
0x5c8af2e3de78ac6d31f404ce5a539f50c94cc20218b1ed99145664d1da1cf83e,4/25/2018 18:00,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa092c2f8cc5f0024b97b9ade528cf78a6d6ec12,21.15082935
0xd2422e80833b88cc3566adb4443c7f00e6b5c25bad466f12cb22e75c344f973b,4/2/2021 21:29,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfae772b71044a10b94e19674780e6ec41287ea6f,5114.121542
0xd26a889455dcfab1232cb79b39b943eb198f2ee568c3a23e9673eb9575aa9177,4/11/2021 13:55,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa94b6bb36e572f5be8b2390c82d9dd50627a652,5372.300956
0x2521522f3ba0b6ed54f2343efdf47aca5219f30a781449df10f1efbac319b35e,11/25/2021 17:46,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9ed1c34ea014a5fdd9807fb5b4f7cb2cb0c9b00,1790.965939
0xfb5ad9b87287bb59e58433ec912c045027231915fe92a824b21fba072a94a518,3/21/2021 11:14,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa43c6fe810a92e4828ae238740336ddb5491923,1018.00168
0x9a7e3baab0d6fbda4b00c02393bf020ad63b49d366304c9fb9c25c01f96701ef,4/10/2021 19:32,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa8d23cd709d5092f68d32eef9e2d6d736a7a48f,1131.74305
0xbc3b0d32d8898e1688c66a4cab1cc8e090436bd77ee3b5d5a4b9bce1b45d5b0f,6/28/2019 10:43,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa1cc085b11ded875170e84de95bd89de97ab217,663.4111204
0x5f9304c16581eacd2e11db0b503c27e66a2d139b2db573cd8f00224c4ccf1c38,2/7/2021 10:05,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfac99aeecab3c7cf3e8893e1918b8be8b2a61096,83.8267662
0x2cc46b9066e3e5d6ec052bda81cfed6d9f7c78a889478ecf4a2c882dae07f996,11/25/2021 17:55,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb11171fcee855d94ebbe152679807b97c9ce912,1192.100007
0x7be8c5bc66422a1da990ecce2e07ac5e27613381fa2a5e5a43c6060b75f2a8a1,2/7/2021 12:17,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfad694ce51b2265cf57e6e58311f761ff3f2fa80,1713.291165
0xfd972d3cf62ffaf7503db98c4e721bcbcf5030a62b31cbb5ac5958e70d7fb8c1,7/12/2019 7:27,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9e8ab2f60396f8d015f9ce7f9189a8935e0d60d,411.1542526
0x8387a619141134a9af3ff65074903a5f60edf5c6e1eacc34e7d27c4d1716fbde,5/31/2021 17:46,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfb088d3b02c65b07e8a227a0f2d09e4949ca8077,1625.632392
0xfb1f7ede8bb988b668d2f7f640e5ee830e6dbc09a1f36bf25b732547e106eea0,1/4/2021 5:18,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa3314ddab4ee4499795355e3985de6f2ce07fa5,227.5446687
0x8fbf08e8d13a6e5f2d7424289cda3369c70e9df40201176b11cc972e075a3f9e,3/17/2021 10:51,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xfa3c8883996a59266a7896e829e30b4d7b9d5bdb,98.3490152
0xf8edaa078158f6d3b67ad4b3c1133a7253e9a91e90bda06a1023bdcfccc95007,4/4/2022 12:19,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9bc835d6b6a20cfd869b8556f54ae559489a2f7,301.863129
0x4c8f3d09591092787187699cdefe4979e621ef9f54bcb786fd95661f501c5c0d,6/16/2021 15:36,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9ced135b4e2f89c6a2c7bffd46098c762000b38,2830.654976
0xfc621acd40b38271332c460b493cd0e75f994f3dd5cf5f9238c22872e65878e9,3/1/2021 19:58,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9af3c6c89af3d6964edfd2c9ec1c183d49e04a3,18.62059945
0xc69121f07c8ccfc8ff4c23292a669d2309995194f58af28e70b18ae05deea364,6/17/2022 5:34,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf971c82d8040f94a31da3cac69cee57548b932ad,16.02905362
0x6b140cef26bcf5e6f0291abd8ab53a79d25debf5299a6ce52c175a01bfb82dfd,2/20/2022 12:22,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9c26676124183025971bdb469cb8dd027310dca,48.98111486
0xb0ee20ab4dc62bca95f7a223c7606cccc476d51c98e30dd2760e27b72c62a5a6,5/7/2018 8:00,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf98e5e8b801a6d680af4719c3fe87f417d0ef210,298.6392425
0x3dbb0108e559ed3a8643ccd36c6c80ec8868647561bc7d797c77cb304ef3e8cc,6/11/2021 7:08,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9aa2e2772d94af020927cee81305c0ccea77c2d,240.6475598
0x9d2dcff35d226d65881fcb7e1dac2a0759e2b176c514d7c2592fc65804ed25eb,12/10/2021 7:20,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9e34f243d72e0a5def6f1c38deddaa16939bb5f,83.06666621
0x0380f7c46ec70faafde5b1d6042af56bf00fcf21caa63478485460ca8832eee8,9/5/2021 16:37,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9c8a0a853f31d1545aa3ced731c9fa9694c0c24,3817.038761
0xcc55b0d8b306302fb439f7773fb748b7be29cfb6790a4c3769f1b82582d5374a,3/16/2019 19:28,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf9e3af6c84aae0a1a3faa5775341893526b2f1a3,135.0833862
0x8093ff3a75b86b426e9fbff048c39b9c295462c7341c780254d1768fc68d175e,1/4/2021 14:13,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf99ac6920eac33b1c21725ef50c0a7867f6a96e1,3034.447873
0xcfcd9f3e90e96ea78dfc95212b71e948502aaf7c1f5eb8a460028de81fa16472,3/1/2022 20:59,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf8602b1b931a6d4b50ea1fdae0e4b26fe653f933,18611.52445
0x490d6e239f4efac076916adaefe14637289b17568e9837c2e0088e857c0ca91b,4/17/2021 17:16,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf8c45c769b8656c418163be3b431fdc381dcdc47,2414.879875
0x3c33cc546c0a9fc8903365f546bdc5ddd01f528051b2976fb9af4c607797245f,9/13/2021 6:35,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf8aacc43d55801ad770f271ae68190853d8fd1ac,5439.088936
0xf763973153cfb781456dca3c159045aaf95a8eb1980b5c749d55d43991e3dc01,8/3/2021 9:18,0x7c49e1c0e33f3efb57d64b7690fa287c8d15b90a,0xf86d31d3ffa8e1dff8d5a94151173314327bd670,1126.843432
